UnitID,OwningHerbariumAcronym,PrepCode,DateCreated,dateValidated,Genus on label,Species on label,Author,General Comments,country,dateIdentified,Collection Date,Cultivated,Cultivated Date,Cultivated by,habitat,identificationRemarks,identifiedBy,Filed-under country,Collected by,Collected by_1,Collected by_2,Collected by_3,recordNumber,Filed-under Name,Family,Sheet Number,stateProvince,transcriberNotes,verbatimElevation,Altitude,Altitude_max,Altitude_unit,verbatimLatitude,LatDeg,LatMin,LatSec,LatOrient,verbatimLocality,verbatimLongitude,LongDeg2,LongMin,LongSec,LongOrient,vernacularName
K000468300,K,Sheet,05/02/2018,07-Feb-2018 21:44:18,Striga,hermonthica,(Delile) Benth.,,Tanzania,2007,2006-05-22,false,,,"Swampy grassland with standing water, large populations of Hygrophila auriculata.",Perennial herb; flowers salmon pink.,"Vollesen, K.",Tanzania,"Bidgood, S.","Hoenselaar, K.","Leliyo, G.","Vollesen, K.",6125,Striga hermonthica Benth.,,,Tabora,,1100 Metres,1100,,Metres,5°13'S,5,13,,S,68 km on Tabora-Itigi road,33°20'E,33,20,,E,
K000483406,K,Sheet,05/02/2018,07-Feb-2018 23:32:48,Striga,hermonthica,(Delile) Benth.,,Mali,,1986-09-28,false,,,"Parasite du Sorgho. Sur sol gravillonneux, latéritique.",,,Mali,"Raynal-Roques, A.",,,,22200,Striga hermonthica Benth.,,,Sikasso,,,,,,,,,,,"Sikasso, cultures vivrières à la limite N de la ville.",,,,,,
K000483407,K,Sheet,05/02/2018,07-Feb-2018 23:31:34,Striga,hermonthica,(Delile) Benth.,,Mali,,1986-09-27,false,,,Parasite du Mil (Pennisetum) cultivé.,"Herbe en touffes dressées. Fleurs blanc pur, y compris les boutons. Dans la population, on trouve toutes les couleurs, du rose vif au blanc .",,,"Raynal-Roques, A.",,,,22194,Striga hermonthica Benth.,,,Sikasso,,,,,,,,,,,"Sékésona, a 7 km de Du Ouéléssébougou, sur la route de Bougouni (env . 90 km au S de Bamako).",,,,,,
K000483408,K,Sheet,15/02/2018,,Striga,hermonthica,(Delile) Benth.,,Mali,,1988-09-29,false,,,"fields at S entrance to town, on sorghum, parasitic",variable flowers,,Mali,"Raynal-Roques, Aline",,,,22526,Striga hermonthica Benth.,,,Koulikoro,,,,,,12°N,12,,,,Kati,8°W,8,,,W,
K000483409,K,Sheet,15/02/2018,,Striga,hermonthica,(Delile) Benth.,,Mali,1993,1988-11-12,false,,,,,"Bidgood, Sally",Mali,"Yeates, M.",,,,88/Mali/8,Striga hermonthica Benth.,,,Kayes,,,,,,,,,,,"Yélimané Cercle, Dionkoulane fields",,,,,,
K000483410,K,Sheet,15/02/2018,,Striga,hermonthica,(Delile) Benth.,,Mali,,1988-10-02,false,,,"cultures sur sable, parasite sur mil cultivé",,,Mali,"Raynal-Roques, Aline",,,,22573,Striga hermonthica Benth.,,,Ségou,,,,,,14°N,14,,,,7 km SE of Diabaly,6°W,6,,,W,
K000483411,K,Sheet,15/02/2018,,Striga,hermonthica,(Delile) Benth.,,Mali,,1969-10-24,false,,,"rough ground on edge of cultivation, parasitic on Sorghum",flowers bright pink,,Mali,"Hepper, F.N.",,,,3759,Striga hermonthica Benth.,,,Koulikoro,,,,,,,,,,,"Kati, 15 km NW of Bamako",,,,,,
K000483412,K,Sheet,15/02/2018,,Striga,hermonthica,(Delile) Benth.,,Mali,1956-06-19,1929-11,false,,,ancien champ,red flowers,"Hepper, F.N.",Mali,Waterlot,,,,1451,Striga hermonthica Benth.,,,Bamako,not sure if Waterlot is the collector,,,,,,,,,,Bamako,,,,,,
K000483413,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth. ;Trans-African Hovercraft Expedition 1969,Mali,1969,1969-10-24,false,,,Rough ground on edge of cultivation.,"Parasitic on Sorghum, flowers bright pink","Hepper, F.N.",Mali,"Hepper, F.N.",,,,3759,Striga hermonthica Benth.,,,Koulikoro,,,,,,,,,,,KATI 15 km. north west of BAMAKO,,,,,,
K000483414,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica Benth.,Mali,1986,1986-09-29,false,,,,Parasite sur le Mil (Pennisetum). Cultures très pauvres.,"Raynal-Roques, Aline",Mali,"Raynal-Roques, Aline",,,,22221,Striga hermonthica Benth.,,,Ségou,,,,,,,,,,,"Yangasso, à 10 km à l'W du village, sur la route Bla-San (env. 65 km à l'W de San)",,,,,,
K000483415,K,Sheet,15/02/2018,,Striga,hermonthica,(Delile) Benth.,,Mali,,1986-09-28,false,,,field of millet and sorghum,,,Mali,"Raynal-Roques, Aline",,,,22208,Striga hermonthica Benth.,,,Sikasso,,,,,,,,,,,"Sikasso-Koutiala road, 17 km before Koutiala",,,,,,
K000483416,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica Benth.,Mali,1986,1986-09-28,false,,,Dans un champ de Mil (Pennisetum),Parasite,"Raynal-Roques, Aline",Mali,"Raynal-Roques, Aline",,,,22210,Striga hermonthica Benth.,,,Sikasso,,,,,,,,,,,"Coco, à 4 km de Koutiala, sur la route de Ségou.",,,,,,
K000483417,K,Sheet,15/02/2018,,Striga,hermonthica,(Delile) Benth.,,Burkina Faso,,1986-10-03,false,,,parasite on millet,,,Burkina Faso,"Raynal-Roques, Aline",,,,22263,Striga hermonthica Benth.,,,Nord,,,,,,,,,,,"Bogoya, 5 km NW of Ouahigouya",,,,,,
K000483418,K,Sheet,16/02/2018,,Striga,hermonthica,(Delile) Benth.,,Burkina Faso,,1986-10-06,false,,,"Parasite, sur Sorgho.",,,Burkina Faso,"Raynal-Roques, A.",,,,22305,Striga hermonthica Benth.,,,,,,,,,,,,,,Boromo (à mi-chemin entre Bobo-Dioulasso et Ouagadougou); entre le village et la Volta Noire.,,,,,,
K000483419,K,Sheet,16/02/2018,,Striga,hermonthica,(Delile) Benth.,,Burkina Faso,,1988-10-07,false,,,Champs cultivés. ;Parasite sur sorgho cultivé.,"Parasite sur sorgho cultivé, variété à grains blancs.",,Burkina Faso,"Raynal-Roques, Aline",,,,22602,Striga hermonthica Benth.,,,,,,,,,12°N,12,,,,"Entre Koassodo et Loumbila, à 20 km au nord de Ouagadougou sur la route de Kaya.",1°W,1,,,W,
K000865156,K,Sheet,06/02/2018,07-Feb-2018 21:45:44,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Delile) Benth.;Cited in F.T.E.A. Scrophulariaceae,Kenya,2008,1958-07-07,false,,,Weed in maize.  Common and often abundant (also on Sorghum),Flowers bright pink,"Ghazanfar, S.",Kenya,"Bogdan, A.",,,,4535,Striga hermonthica Benth.,,,Homa Bay,,4100,,,,,,,,,3 miles S of Homa Bay,,,,,,
K000865157,K,Sheet,16/02/2018,,Striga,hermonthica,(Delile) Benth.,Cited in F.T.E.A. Scrophulariaceae,Kenya,2008,1933-09,true,,,Maize parasite. Cultivated ground.,Erect about 2 ft. Bright pinky mauve.,"Ghazanfar, S.",Kenya,"Nafuer, E.R.",,,,5343,Striga hermonthica Benth.,,,,,5000:5000 Feet,1524,1524,Metres,,,,,,Kisii,,,,,,
K000865158,K,Sheet,06/02/2018,07-Feb-2018 23:37:19,Striga,hermonthica,(Delile) Benth.,"Seen for ""Flora of Tropical East Africa""",Kenya,,,false,,,Growing in natives' gardens as a weed.,,,Kenya,"Battiscombe, E.",,,,495,Striga hermonthica Benth.,,,Nyanza Province,Annotated:- Rec. 13/1/1912,3000:4000 Feet,914.4,1219.2,Metres,,,,,,"Nyanza Basin, Brit. E. Africa",,,,,,
K000865159,K,Sheet,06/02/2018,09-Feb-2018 01:38:49,Striga,hermonthica,(Delile) Benth.,"Seen for ""Flora of Tropical East Africa""",Kenya,,,false,,,,,,Kenya,"Dowson, W.J.",,,,452,Striga hermonthica Benth.,,,Kisumu,"Annotated:- Recd. Sept. 22, 1916",3300 Feet,1005.84,,Metres,,,,,,"Kisumu, Victoria Nyanza, British East Africa",,,,,,
K000865160,K,Sheet,06/02/2018,07-Feb-2018 21:51:57,Striga,hermonthica,(Delile) Benth.,,Kenya,,1964-12-13,false,,,In Sorghum cultivation on deep red soil. Over basement complex. Rainf. 730mm.,Flowers pale magenta known to the local people as noxious to cereals.,,Kenya,"Gillett, J.B.",,,,16369,Striga hermonthica Benth.,,,Central Kavirondo District,,1160 Metres,1160,,Metres,0°8'S,0,8,,S,South of Maranda,34°10'E,34,10,,E,Kayongo (Luo)
K000865161,K,Sheet,06/02/2018,,Striga,hermonthica,(Delile) Benth.,"Seen for ""Flora of Tropical East Africa""",Kenya,,1925-06,false,,,"On maize, sugar and mtama",,,Kenya,"McDonald, JJ.",,,,910,Striga hermonthica Benth.,,,Kisumu,,4000,,,,,,,,,"Muhoroni, Kenya",,,,,,Hionga (Kavirondo)
K000865162,K,Sheet,06/02/2018,07-Feb-2018 23:40:39,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Kenya,1983-12,1969-08-28,false,,,On roadsides.,1-2 ft high.  Fl. pink.,"Hepper, F.N.",Kenya,Hindorf,,,,818,Striga hermonthica Benth.,,,Kericho,,5500,,,,,,,,,"Fort Ternan, Kericho District, Kenya",,,,,,
K000865163,K,Sheet,06/02/2018,,Striga,hermonthica,(Delile) Benth.,"Seen for ""Flora of Tropical East Africa""",Kenya,,1938-08-06,false,,,Growing in black soil in mealie lands.,,,Kenya,"Pole Evans, I.B.","Erens, J.",,,1645,Striga hermonthica Benth.,,,,,,,,,,,,,,Kovorondo Flats,,,,,,
K000865164,K,Sheet,06/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Kenya,1984,1898-12,false,,,,,"Hepper, F.N.",Kenya,"Whyte, A.",,,,,Striga hermonthica Benth.,,,,,,,,,,,,,,12th march from Mumias;K5 North Kavirondo,,,,,,
K000865165,K,Sheet,16/02/2018,,Striga,hermonthica,(Delile) Benth.,,Tanzania,2005-11,2000-03-11,false,,,Disturbed rocky shrubland.,Occasional. Base of stem tinged maroon; corolla pink-purple; anthers blue-purple; stigma blue-purple.,"Darbyshire, I.",Tanzania,"Kayombo, C.J.","Sitoni, D.","Busasi, K.","James, M.",3275,Striga hermonthica Benth.,,,Mwanza,,1160 Metres,1160,,Metres,"02°35'44""S",02,35,44,S,"Mwanza: Magu District;T1. Base of Magu Hill, 1 km W of Magu, small town center.","33°26'09""E",33,26,9,E,
K000865166,K,Sheet,16/02/2018,,Striga,hermonthica,(Delile) Benth.,,Tanzania,,1952-05-06,false,,,On red laterite soil. In cultivation.,"Onblower, purple, not aromatic, sap colourless. Growing in groups. Height up to 2 ft. Very straight.;Reported to be a parasite.",,Tanzania,"Tanner, R.",,,,747,Striga hermonthica Benth.,,,Mwanza,,3700,,,,,,,,,"Ntinda, Mbarika, Mwanza;Lake Prov.",,,,,,Kisuhuma Kiduka
K000865167,K,Sheet,16/02/2018,,Striga,hermonthica,(Delile) Benth.,,Tanzania,,1932-06,false,,,semi-parasitic weed on cereals,,,Tanzania,"Raunce, N.V.",,,,55,Striga hermonthica Benth.,,,Mwanza,,,,,,,,,,,"Ukirewe, Mwanza and Kwimba",,,,,,
K000865168,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Tanzania,,1952-05-23,false,,,"In mealie field, in wet area. Common.","Erect herb to 2 feet. Stems and leaves pale green, with rough, white hairs. Flowers pale mauve.",,Tanzania,"Welch, J.R.",,,,174,Striga hermonthica Benth.,,,Shinyanga,,3800 Feet,1158.24,,Metres,,,,,,Old Shinyanga,,,,,,
K000865169,K,Sheet,07/02/2018,07-Feb-2018 21:59:31,Striga,hermonthica,(Delile) Benth.,,Tanzania,,1960-10-10,false,,,In cultivation. On red-brown loam,"Growing in gps. Height 18 ins. Sap colourless. Single stem, branched, upright. In flower, mauve, strongly aromatic",,Tanzania,"Tanner, R.",,,,5974,Striga hermonthica Benth.,,,,"Word after ""growing in"" illegible.",4000 Feet,1219.2,,Metres,,,,,,"Bwanga, Biharamulo, West Lake Province",,,,,,
K000865170,K,Sheet,07/02/2018,09-Feb-2018 01:31:25,Striga,hermonthica,(Delile) Benth.,,Tanzania,,1959-04-13,false,,,In valley in light forest near cultivation,"In flower lilacpink. Aromatic. Upright, growing singly, height 8 to 9 ins. Single stem.",,Tanzania,"Tanner, R.",,,,4142,Striga hermonthica Benth.,,,Mara,,4100 Feet,1249.68,,Metres,,,,,,"Ikizu - Musoma, Lake Prov.",,,,,,
K000865171,K,Sheet,07/02/2018,16-Feb-2018 23:13:06,Striga,hermonthica,(Delile) Benth.,,Tanzania,,1925,false,,,,,,Tanzania,"Davis, R.L.",,,,2,Striga hermonthica Benth.,,,Mwanza,,,,,,,,,,,Mwanza,,,,,,Shiduha
K000865172,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Tanzania,2008,1945-05-02,false,,,"Locally dominant in patches, growing on the roots of Sorghums and Pennisetums in native grain fields and frequently becoming such a pest that the cereals do not reach maturity and whole areas have to be abandoned for the purposes of cultivation.",An annual more or less branched herb up to 3 ft. tall with dense spikes of pinkish magenta flowers,"Ghazanfar, S.",Tanzania,"Greenway, P.J.",,,,7392,Striga hermonthica Benth.,,,,,4000 Feet,1219.2,,Metres,,,,,,"Nira, Mwanza-Sihyanga Road, Lake Province.",,,,,,Kituha (Kisukum.)
K000865173,K,Sheet,07/02/2018,07-Feb-2018 21:29:15,Striga,hermonthica,(Delile) Benth.,,Tanzania,2008,1959-06-01,false,,,On black cotton soil. In grass.,"Single stem upright in flower rich lilac, not aromatic. Hight up to 3 ft. Growing singly.","Ghazanfar, S.",Tanzania,"Tanner, R.",,,,4290,Striga hermonthica Benth.,,,Mara,,3800 Feet,1158.24,,Metres,,,,,,"Mubango, Musoma, Lake Province.",,,,,,
K000865174,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Tanzania,,1923-03-03,false,,,"parasitic on ""mtama"" and other Gramineae. Where it appears in a ""mtama"" field the growth is arrested and gradually dies.",,,Tanzania,"Edwards, L.C.",,,,,Striga hermonthica Benth.,,,Mwanza,,,,,,,,,,,Mwanza,,,,,,Lala (Kisuhuma)
K000865175,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Tanzania,,,false,,,,,,Tanzania,"Koritschoner, H.",,,,2166,Striga hermonthica Benth.,,,Shinyanga,,,,,,,,,,,Shinyanga,,,,,,
K000865176,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,Seen for F.T.E.A.;Striga hermonthica Benth.,Tanzania,,1931-05-25,false,,,Native cultivation of Sorghum,Pink flowered herb.;Great profusion in some fields,,Tanzania,"Burtt, B.D.",,,,2448,Striga hermonthica Benth.,,,Shinyanga,,3600,,,,,,,,,"Shinyanga, Tanganyika Terr.",,,,,,
K000865177,K,Sheet,16/02/2018,,Striga,hermonthica,(Delile) Benth.,,Tanzania,,1931-05-15,false,,,among tall Hypanhenia and Sorghum versicolor grasses in black soil seasonal swamp land,spectacular pink flowered herb,,Tanzania,"Burtt, B.D.",,,,2423,Striga hermonthica Benth.,,,Shinyanga,,3600 Feet,1097.28,,Metres,,,,,,along the Seke River,,,,,,
K000865178,K,Sheet,16/02/2018,,,,,,Tanzania,,1932/1933,false,,,"amongst grass cleared acacia, comm. ground",pink,,Tanzania,"Bax, Romola D.",,,,293,Striga hermonthica Benth.,,,Shinyanga,,,,,,,,,,,near Shinyanga,,,,,,
K000865179,K,Sheet,16/02/2018,,Striga,hermonthica,(Delile) Benth.,,Tanzania,,1933,false,,,"growing on cultivated land, a parasite on sorghums, common","Annual herb up to 1½ ft, purple flowers",,Tanzania,"Emson, H.E.",,,,348,Striga hermonthica Benth.,,,Mara,,,,,,,,,,,Musoma,,,,,,
K000865180,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Delile) Benth.,Benin,,1998-10-27,false,,,Champ. Sol ferrugineux plateau.,,"Lisowski, S.",Benin,"Houngnon, P",,,,6403,Striga hermonthica Benth.,,,Borgou,Not sure about abbreviation d.d. before date,,,,,11°43'N,11,43,,N,"BENIN, BORGOU, MALANVILLE, Guéné.",3°13'E,3,13,,E,
K000865181,K,Sheet,16/02/2018,,Striga,hermonthica,(Delile) Benth.,,Niger,,,false,,,,,,Niger,"Bauha, Reinhold",,,,36,Striga hermonthica Benth.,,,Tillabéri,,,,,,,,,,,"Tarkannais, Filingué, Saherzae",,,,,,
K000865182,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Delile) Benth.,Nigeria,,1973-09-01,false,,,"Beside a path, in full light in a farm at Mbamnga",An erect annual up to 2 ft. tall with attractive purple flowers in terminal spike.,,Nigeria,"Chapman, J.D.",,,,3198,Striga hermonthica Benth.,,,Taraba,,5000 Feet,1524,,Metres,,,,,,"North East;Sardauna Province, Mambilla Plateau",,,,,,
K000865183,K,Sheet,16/02/2018,,Striga,hermonthica,(Delile) Benth.,,Nigeria,,1973-09-01,false,,,beside a path in full light,erect annual up to 2 ft tall with attractive purple flowers in terminal spike,,Nigeria,"Chapman, J.D.",,,,3109,Striga hermonthica Benth.,,,Taraba,,5000 Feet,1524,,Metres,,,,,,"Sardauna Province, Mambilla plateau, farm at Mbanga",,,,,,
K000865184,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Nigeria,,1971-09-16,false,,,Dioscorea plot,"Herb up to 18"" high.  Stem hirsute; upper surface of leaf coarse.  Petals tubular below, 4-lobed above and pinkish.  Anthers black.",,Nigeria,Gbile,Wit,Daramola,,,Striga hermonthica Benth.,,,Taraba,,,,,,,,,,,"Kwara, Ilorin, Elekoyangen Ilorin Bacita Rd.",,,,,,
K000865185,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,"Striga hermonthica (Del.) Benth.;Seen for Revised Edition of ""F.T.W.A.""",Nigeria,1956-06-19,1905-11-21,false,,,Common in fields and waste places,,"Hepper, F.N.",Nigeria,"Dalziel, Dr J.M.",,,,,Striga hermonthica Benth.,,,,,,,,,,,,,,Kontagora,,,,,,
K000865186,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.)Benth.;Seen for Revised Edition of F.T.W.A.,Nigeria,1956-06-19,1921-11,false,,,,,"Hepper, F.N.",Nigeria,"Moiser, Dr.B",,,,,Striga hermonthica Benth.,,,,Location unreadable on brown label,,,,,,,,,,Northern Nigeria,,,,,,
K000865187,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.;Seen for revised edition of F.T.W.A.,Nigeria,1956-06-19,,false,,,,,"Hepper, F.N.",Nigeria,"Ryan, F.D.",,,,,Striga hermonthica Benth.,,,Sokoto,Label Annotated:- 28;Recd. 15/7/1916,,,,,,,,,,"N. Nigeria, Sokoto",,,,,,
K000865188,K,Sheet,07/02/2018,07-Feb-2018 21:37:04,Striga,hermonthica,(Delile) Benth.,,Nigeria,1956-06-19,1915-02-05,false,,,,,"Hepper, F.N.",Nigeria,"Ryan, F.D.",,,,58,Striga hermonthica Benth.,,,Guadabawa District,,,,,,,,,,,Sokoto,,,,,,Gudugi
K000865189,K,Sheet,16/02/2018,,Striga,hermonthica,(Delile) Benth.,,Nigeria,1956-06-19,1921,false,,,"in farms, , especially corn","herb about 2 ft high, flowers bright mauve pink, stems very brittle","Hepper, F.N.",Nigeria,"Lely, H.V.",,,,590,Striga hermonthica Benth.,,,Kaduna,,,,,,,,,,,Kadaura,,,,,,
K000865190,K,Sheet,16/02/2018,,Striga,hermonthica,(Delile) Benth.,,Nigeria,1956-06-19,1921-11-03,false,,,,,"Hepper, F.N.",Nigeria,"Lely, H.V.",,,,590,Striga hermonthica Benth.,,,Kaduna,,,,,,,,,,,Kadaura,,,,,,
K000865191,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,Seen for Revised Edition of F.W.T.A;Striga hermonthica (Del.) Benth.,Nigeria,1956-06-19,1904-11-19,false,,,,Weed,"Hepper, F.N.",Nigeria,"Elliott, Mrs.",,,,128,Striga hermonthica Benth.,,,Borno,,,,,,,,,,,"Maigumeri, Bornu, N.Nigeria",,,,,,
K000865192,K,Sheet,16/02/2018,,Striga,hermonthica,(Delile) Benth.,,Nigeria,1956-06-19,1910,false,,,,,"Hepper, F.N.",Nigeria,"Talbot, P.A.",,,,310,Striga hermonthica Benth.,,,Benue,,,,,,,,,,,R. Benue,,,,,,
K000865193,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Nigeria,,1957-11-3,false,,,Very poor gravelly soil old farmland with thin vegetation. Associated with Pennisetum.;Alt. 220m. (700 ft.),"Erect semi-parasite herb growing nearby the larger flowered form which seems to be indistinguishable apart from corolla size and slight differences in indumentum in throat of corolla, inflorescence more congested, not as common, in fact only seen here in","Hepper, F.N.",Nigeria,"Hepper, F.N.",,,,,Striga hermonthica Benth.,,,,,,,,,,,,,,"KOFARE, 3 miles west of JIMETA",,,,,,
K000865194,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Nigeria,,1957-10-28,false,,,"Parasitising guinea corn, but not seen on any  other crop although common on it. ;Alt. 1130m. (3700 ft.)","Erect herb, c. 40cm. high, foliage dark green tinged reddish; flowers varying in size from plant to plant, bright red.",,Nigeria,F.N.Hepper,,,,1162,Striga hermonthica Benth.,,,North nigeria,,,,,,,,,,,1 mile north of NARAGUTA village.,,,,,,
K000865195,K,Sheet,07/02/2018,07-Feb-2018 21:56:29,Striga,hermonthica,(Delile) Benth.,,Nigeria,,1957-12-4,false,,,Parasitic on guinea corn.,Flowers crimson.,,Nigeria,"Harris, E.",,,,9,Striga hermonthica Benth.,,,,,,,,,,,,,,"Mokwa, Niger Province, N. Nigeria",,,,,,
K000865196,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Nigeria,,1962-12-2,false,,,Guinea corn field,Herb purple brown,,Nigeria,"D.Head,",,,,109,Striga hermonthica Benth.,,,,,,,,,,,,,,Sandauna Province,,,,,,
K000865197,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Nigeria,,1963-11-1,false,,,corn farm site.,"Common herbaceous weed 2ft. high. Flowers zygomorphic, deep pink.",,Nigeria,J.A.D.Jackson,,,,119,Striga hermonthica Benth.,,,"Zaria, Kaduna",,,,,,,,,,,Near Ungurar Rimi on outskirts S. of Kaduna. Guinea,,,,,,
K000865198,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Nigeria,,,false,,,Guinea corn farm.,"Erect herb upto lft. high, stems and leaves scabrid. Flowers bright pink.",,Nigeria,J.Olorunfemi,,,,55046,Striga hermonthica Benth.,,,"Zaria, Kujama",,,,,,,,,,,"Buruku Village, Kaduna - Kontagora Motor road. Savanna.",,,,,,
K000865199,K,Sheet,07/02/2018,14-Feb-2018 22:49:31,Striga,hermonthica,(Delile) Benth.,,Nigeria,1956-6-19,,true,,,,Ornamental flowers purple or red.,"Hepper, F.N.",Nigeria,[Baxter],,,,136,Striga hermonthica Benth.,,,,,,,,,,,,,,"Sand banks at Aboh, Niger Est.",,,,,,
K000865200,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Nigeria,1956-6-19,,false,,,,,J.N.Heppert,Nigeria,J.D.Kennedy,,,,2894,Striga hermonthica Benth.,,,,"Can't read the handwriting so guessed ""J.N.Heppert""",,,,,,,,,,,,,,,,
K000865201,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Nigeria,1973-11-19,1973-11-19,false,,,growing on corn in Botany Department of university,,"Lowe, J.",Nigeria,"Lowe, J.",,,,2760,Striga hermonthica Benth.,,,Oyo,,,,,,,,,,,University of Ibadan,,,,,,
K000865202,K,Sheet,07/02/2018,17-Feb-2018 00:04:52,Striga,hermonthica,(Delile) Benth.,,Nigeria,1988-11-18,1988-11-18,false,,,Semi-parasite on Guinea Corn (Sorghum).,Flowers bright pink.,"Lowe, J.",Nigeria,"Lowe, J.",,,,4828,Striga hermonthica Benth.,,,Oyo,,,,,,,,,,,Between Zaria and Kano (site of new tollgates).,,,,,,
K000865203,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Nigeria,1975-05-18,1974-11-21,false,,,In Dawa farm.,"Herb of about 25 cm high, Flowers red-purple.","Gbile, Z.D.",Nigeria,"Gbile, Z.D.",Daramola,Mogaji,,72899,Striga hermonthica Benth.,,,Kaduna,,,,,,,,,,,"N-Central, Zaria;Between Shika and Samaru villages",,,,,,
K000865204,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Nigeria,1968-12-12,1968-11-12,false,,,in guinea corn,"flowers bright pink, Methuen colour 15A5 to 15A7","Lowe, J.",Nigeria,"Lowe, J.",,,,1379,Striga hermonthica Benth.,,,Oyo,,,,,,,,,,,6 miles W of Bauchi,,,,,,
K000865205,K,Sheet,07/02/2018,08-Feb-2018 01:54:19,Striga,hermonthica,(Delile) Benth.,,Nigeria,,1952-01-04,false,,,In cotton-maize farm.,Herb about 1 ft high with pink flowers.,,Nigeria,"Ejiofor, M.C.",,,,FHI 30240,Striga hermonthica Benth.,,,Kwara,,,,,,,,,,,"Share-Emiworo path, Ilorin",,,,,,
K000865206,K,Sheet,07/02/2018,07-Feb-2018 23:35:22,Striga,hermonthica,(Delile) Benth.,,Nigeria,,1952-1-11,false,,,In Sorghum-Cassava farm.,"Herb about 10"" high. Flowers light violet pink.",,Nigeria,"Ejiofor, M.C.",,,,30811,Striga hermonthica Benth.,,,Ilorin,,,,,,,,,,,Onisaja.,,,,,,
K000865207,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Nigeria,,1943-09-03,false,,,farmland on heavy alluvial silts near Niger river,flowers rich reddish-purple,,Nigeria,"Jones, A.P.D.",,,,FHI 3660,Striga hermonthica Benth.,,,Kogi,,,,,,,,,,,"Kabba province, Okene district, Lokoja",,,,,,
K000865208,K,Sheet,07/02/2018,17-Feb-2018 00:10:14,Striga,hermonthica,(Delile) Benth.,,Nigeria,,1946-11-28,false,,,"Farmland, bare after reaping Guinea corn.","Erect herb, to 18"" high. Flowers pale purplish-pink",,Nigeria,"Keay, R.W.J.",,,,FHI 21674,Striga hermonthica Benth.,,,Zaria,,,,,,,,,,,"Anchau, Takalafia.",,,,,,
K000865209,K,Sheet,07/02/2018,14-Feb-2018 21:40:02,Striga,hermonthica,(Delile) Benth.,,Nigeria,,1950-11-29,false,,,Roadside (Wasteland at edge of farm.),"Herb 6""-18"" high, flowers mauve-pink.",,Nigeria,"Mutch, M.I.",,,,FHI 27952,Striga hermonthica Benth.,,,Niger,,,,,,,,,,,Mokwa district,,,,,,
K000865210,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Nigeria,,1949-09-29,false,,,"decomposed basalt, cornfields",height 1-2.6; leaves and stem rough and dark green; flowers purple red,,Nigeria,"Noble, H.L.(Mrs)",,,,30,Striga hermonthica Benth.,,,Borno,,2500 Feet,762,,Metres,,,,,,Biu,,,,,,
K000865211,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Nigeria,1968-11-20,1968-11-20,false,,,in field of sorghum,flowers bright pink,"Lowe, J.",Nigeria,"Lowe, J.",,,,1671,Striga hermonthica Benth.,,,Gombe,,,,,,,,,,,10 miles N of Gombe,,,,,,
