locality,lon,lat,emergence,host,host.gen,radius,ENM_avz_sd,ENM_avm_sd,ENM_avs_sd,ENM_a_s50km,ENM_a_m50km,ENM_a_z50km
Mokwa,5.056659,9.2894,0.488764045,maize,8338-1,50000,0.121124314,0.099732504,0.101233135,-0.179600141,0.039491693,-0.295972607
Mokwa,5.056659,9.2894,0.382022472,maize,8321-21,50000,0.121124314,0.099732504,0.101233135,-0.179600141,0.039491693,-0.295972607
Mokwa,5.056659,9.2894,0.58988764,sorghum,KSY-15,50000,0.121124314,0.099732504,0.101233135,-0.179600141,0.039491693,-0.295972607
Mokwa,5.056659,9.2894,0.573033708,sorghum,SRN-4841,50000,0.121124314,0.099732504,0.101233135,-0.179600141,0.039491693,-0.295972607
Mokwa,5.056659,9.2894,0.213483146,millet,SE302,50000,0.121124314,0.099732504,0.101233135,-0.179600141,0.039491693,-0.295972607
Mokwa,5.056659,9.2894,0.101123596,millet,SE2124,50000,0.121124314,0.099732504,0.101233135,-0.179600141,0.039491693,-0.295972607
Ngezima,11.130908,11.423724,0.220264317,maize,8322-13,50000,0.169853862,0.129793017,0.126946527,-0.058521221,-0.001802278,0.079125551
Ngezima,11.130908,11.423724,0.374449339,maize,8425-8,50000,0.169853862,0.129793017,0.126946527,-0.058521221,-0.001802278,0.079125551
Ngezima,11.130908,11.423724,1,maize,8338-1,50000,0.169853862,0.129793017,0.126946527,-0.058521221,-0.001802278,0.079125551
Ngezima,11.130908,11.423724,0.823788546,maize,8321-21,50000,0.169853862,0.129793017,0.126946527,-0.058521221,-0.001802278,0.079125551
Ngezima,11.130908,11.423724,0.704845815,sorghum,KSY-15,50000,0.169853862,0.129793017,0.126946527,-0.058521221,-0.001802278,0.079125551
Ngezima,11.130908,11.423724,0.537444934,sorghum,SRN-4841,50000,0.169853862,0.129793017,0.126946527,-0.058521221,-0.001802278,0.079125551
Ngezima,11.130908,11.423724,0.449339207,millet,SE302,50000,0.169853862,0.129793017,0.126946527,-0.058521221,-0.001802278,0.079125551
Ngezima,11.130908,11.423724,0.167400881,millet,SE2124,50000,0.169853862,0.129793017,0.126946527,-0.058521221,-0.001802278,0.079125551
Obeid,30.23333333,13.16666667,1,sorghum,NA,50000,0.134179533,0.072782967,0.093792825,-0.102765228,0.015394343,0.200446111
Obeid,30.23333333,13.16666667,0.25,millet,NA,50000,0.134179533,0.072782967,0.093792825,-0.102765228,0.015394343,0.200446111
Samaru,8.38333,9.75,0.083333333,sorghum,IS-2652,50000,0.124597606,0.120932444,0.113252616,-0.1650264,0.424824842,-0.307367579
Samaru,8.38333,9.75,0.05952381,sorghum,IS-3469,50000,0.124597606,0.120932444,0.113252616,-0.1650264,0.424824842,-0.307367579
Samaru,8.38333,9.75,0.125,sorghum,IS-9289,50000,0.124597606,0.120932444,0.113252616,-0.1650264,0.424824842,-0.307367579
Samaru,8.38333,9.75,1,sorghum,DFF-2123,50000,0.124597606,0.120932444,0.113252616,-0.1650264,0.424824842,-0.307367579
Samaru,8.38333,9.75,0,millet,Ex-Tukur,50000,0.124597606,0.120932444,0.113252616,-0.1650264,0.424824842,-0.307367579
Samaru,8.38333,9.75,0,millet,Ex-Mokwa,50000,0.124597606,0.120932444,0.113252616,-0.1650264,0.424824842,-0.307367579
Samaru,8.38333,9.75,0,maize,NigCompB,50000,0.124597606,0.120932444,0.113252616,-0.1650264,0.424824842,-0.307367579
Samaru,8.38333,9.75,0,maize,BiuYellowXC-10,50000,0.124597606,0.120932444,0.113252616,-0.1650264,0.424824842,-0.307367579
SinthionMaleme,-13.916667,13.8167,1,sorghum,IS-2652,50000,0.07003106,0.058950404,0.041697547,0.020253838,-0.028527879,0.415948143
SinthionMaleme,-13.916667,13.8167,0.037037037,sorghum,IS-3469,50000,0.07003106,0.058950404,0.041697547,0.020253838,-0.028527879,0.415948143
SinthionMaleme,-13.916667,13.8167,0.611111111,sorghum,IS-9289,50000,0.07003106,0.058950404,0.041697547,0.020253838,-0.028527879,0.415948143
SinthionMaleme,-13.916667,13.8167,0.5,sorghum,DFF-2123,50000,0.07003106,0.058950404,0.041697547,0.020253838,-0.028527879,0.415948143
SinthionMaleme,-13.916667,13.8167,0.666666667,millet,Ex-Tukur,50000,0.07003106,0.058950404,0.041697547,0.020253838,-0.028527879,0.415948143
SinthionMaleme,-13.916667,13.8167,0.185185185,millet,Ex-Mokwa,50000,0.07003106,0.058950404,0.041697547,0.020253838,-0.028527879,0.415948143
SinthionMaleme,-13.916667,13.8167,0.222222222,maize,NigCompB,50000,0.07003106,0.058950404,0.041697547,0.020253838,-0.028527879,0.415948143
SinthionMaleme,-13.916667,13.8167,0.12962963,maize,BiuYellowXC-10,50000,0.07003106,0.058950404,0.041697547,0.020253838,-0.028527879,0.415948143
Tamale,-0.8393,9.40079,0.111111111,sorghum,IS-2652,50000,0.099094697,0.097964365,0.089248534,0.038104254,0.253986459,-0.023870779
Tamale,-0.8393,9.40079,0.333333333,sorghum,IS-3469,50000,0.099094697,0.097964365,0.089248534,0.038104254,0.253986459,-0.023870779
Tamale,-0.8393,9.40079,0.136752137,sorghum,IS-9289,50000,0.099094697,0.097964365,0.089248534,0.038104254,0.253986459,-0.023870779
Tamale,-0.8393,9.40079,1,sorghum,DFF-2123,50000,0.099094697,0.097964365,0.089248534,0.038104254,0.253986459,-0.023870779
Tamale,-0.8393,9.40079,0,millet,Ex-Tukur,50000,0.099094697,0.097964365,0.089248534,0.038104254,0.253986459,-0.023870779
Tamale,-0.8393,9.40079,0.068376068,millet,Ex-Mokwa,50000,0.099094697,0.097964365,0.089248534,0.038104254,0.253986459,-0.023870779
Tamale,-0.8393,9.40079,0.05982906,maize,NigCompB,50000,0.099094697,0.097964365,0.089248534,0.038104254,0.253986459,-0.023870779
Tamale,-0.8393,9.40079,0.299145299,maize,BiuYellowXC-10,50000,0.099094697,0.097964365,0.089248534,0.038104254,0.253986459,-0.023870779
WadMedani,33.538424,14.383395,0.713344316,sorghum,IS-5603,50000,0.125535091,0.123725472,0.085069411,-0.121356078,0.30620522,0.150824321
WadMedani,33.538424,14.383395,0.827018122,sorghum,SRN-4841,50000,0.125535091,0.123725472,0.085069411,-0.121356078,0.30620522,0.150824321
WadMedani,33.538424,14.383395,1,sorghum,N-13,50000,0.125535091,0.123725472,0.085069411,-0.121356078,0.30620522,0.150824321
WadMedani,33.538424,14.383395,0.881383855,sorghum,CK-60B,50000,0.125535091,0.123725472,0.085069411,-0.121356078,0.30620522,0.150824321
WadMedani,33.538424,14.383395,0.828665568,sorghum,1202B,50000,0.125535091,0.123725472,0.085069411,-0.121356078,0.30620522,0.150824321
WadMedani,33.538424,14.383395,0.594728171,sorghum,2219B,50000,0.125535091,0.123725472,0.085069411,-0.121356078,0.30620522,0.150824321
WadMedani,33.538424,14.383395,0.100494234,millet,B-282,50000,0.125535091,0.123725472,0.085069411,-0.121356078,0.30620522,0.150824321
WadMedani,33.538424,14.383395,0.232289951,millet,Ex-Bomu,50000,0.125535091,0.123725472,0.085069411,-0.121356078,0.30620522,0.150824321
WadMedani,33.538424,14.383395,0.100494234,millet,J-104,50000,0.125535091,0.123725472,0.085069411,-0.121356078,0.30620522,0.150824321
WadMedani,33.538424,14.383395,0.123558484,millet,D2-Comp,50000,0.125535091,0.123725472,0.085069411,-0.121356078,0.30620522,0.150824321
WadMedani,33.538424,14.383395,0.161449753,millet,CIVT-II,50000,0.125535091,0.123725472,0.085069411,-0.121356078,0.30620522,0.150824321
WadMedani,33.538424,14.383395,0.420098847,maize,D-771,50000,0.125535091,0.123725472,0.085069411,-0.121356078,0.30620522,0.150824321
WadMedani,33.538424,14.383395,0.477759473,maize,Diara,50000,0.125535091,0.123725472,0.085069411,-0.121356078,0.30620522,0.150824321
WadMedani,33.538424,14.383395,0.472817133,maize,Syn-B23,50000,0.125535091,0.123725472,0.085069411,-0.121356078,0.30620522,0.150824321
WadMedani,33.538424,14.383395,0.377265239,maize,L-4,50000,0.125535091,0.123725472,0.085069411,-0.121356078,0.30620522,0.150824321
Yendi,-0.00991,9.44272,0.408695652,sorghum,IS-2652,50000,0.06571329,0.072786698,0.058294101,0.037425635,0.155751064,-0.00574888
Yendi,-0.00991,9.44272,0.533333333,sorghum,IS-3469,50000,0.06571329,0.072786698,0.058294101,0.037425635,0.155751064,-0.00574888
Yendi,-0.00991,9.44272,0.144927536,sorghum,IS-9289,50000,0.06571329,0.072786698,0.058294101,0.037425635,0.155751064,-0.00574888
Yendi,-0.00991,9.44272,1,sorghum,DFF-2123,50000,0.06571329,0.072786698,0.058294101,0.037425635,0.155751064,-0.00574888
Yendi,-0.00991,9.44272,0.005797101,millet,Ex-Tukur,50000,0.06571329,0.072786698,0.058294101,0.037425635,0.155751064,-0.00574888
Yendi,-0.00991,9.44272,0.005797101,millet,Ex-Mokwa,50000,0.06571329,0.072786698,0.058294101,0.037425635,0.155751064,-0.00574888
Yendi,-0.00991,9.44272,0.142028986,maize,NigCompB,50000,0.06571329,0.072786698,0.058294101,0.037425635,0.155751064,-0.00574888
Yendi,-0.00991,9.44272,0.231884058,maize,BiuYellowXC-10,50000,0.06571329,0.072786698,0.058294101,0.037425635,0.155751064,-0.00574888
