locality,lon,lat,emergence,host,host.gen,radius,ENM_avz,ENM_avm,ENM_avs
Mintimbougou,-7.956554,12.614931,0.72515213,millet,Ex-Bomu,10000,0.149491964101791,0.0811249678134918,-0.0114497929414113
Mintimbougou,-7.956554,12.614931,0.364097363,millet,J-104,10000,0.149491964101791,0.0811249678134918,-0.0114497929414113
Mintimbougou,-7.956554,12.614931,0.776876268,millet,D2-Comp,10000,0.149491964101791,0.0811249678134918,-0.0114497929414113
Mintimbougou,-7.956554,12.614931,0.918864097,millet,CIVT-II,10000,0.149491964101791,0.0811249678134918,-0.0114497929414113
Mintimbougou,-7.956554,12.614931,0.109533469,maize,D-771,10000,0.149491964101791,0.0811249678134918,-0.0114497929414113
Mintimbougou,-7.956554,12.614931,0.137931034,maize,Diara,10000,0.149491964101791,0.0811249678134918,-0.0114497929414113
Mintimbougou,-7.956554,12.614931,0.165314402,maize,Syn-B23,10000,0.149491964101791,0.0811249678134918,-0.0114497929414113
Mintimbougou,-7.956554,12.614931,0.109533469,maize,L-4,10000,0.149491964101791,0.0811249678134918,-0.0114497929414113
Mokwa,5.056659,9.2894,0.292134831,maize,8322-13,10000,-0.308961368170944,0.0657011203669213,-0.127380692314457
Mokwa,5.056659,9.2894,1,maize,8425-8,10000,-0.308961368170944,0.0657011203669213,-0.127380692314457
Mokwa,5.056659,9.2894,0.488764045,maize,8338-1,10000,-0.308961368170944,0.0657011203669213,-0.127380692314457
Mokwa,5.056659,9.2894,0.382022472,maize,8321-21,10000,-0.308961368170944,0.0657011203669213,-0.127380692314457
Mokwa,5.056659,9.2894,0.58988764,sorghum,KSY-15,10000,-0.308961368170944,0.0657011203669213,-0.127380692314457
Mokwa,5.056659,9.2894,0.573033708,sorghum,SRN-4841,10000,-0.308961368170944,0.0657011203669213,-0.127380692314457
Mokwa,5.056659,9.2894,0.213483146,millet,SE302,10000,-0.308961368170944,0.0657011203669213,-0.127380692314457
Mokwa,5.056659,9.2894,0.101123596,millet,SE2124,10000,-0.308961368170944,0.0657011203669213,-0.127380692314457
Ngezima,11.130908,11.423724,0.220264317,maize,8322-13,10000,0.108493663330767,0.102650016984519,-0.106743833956553
Ngezima,11.130908,11.423724,0.374449339,maize,8425-8,10000,0.108493663330767,0.102650016984519,-0.106743833956553
Ngezima,11.130908,11.423724,1,maize,8338-1,10000,0.108493663330767,0.102650016984519,-0.106743833956553
Ngezima,11.130908,11.423724,0.823788546,maize,8321-21,10000,0.108493663330767,0.102650016984519,-0.106743833956553
Ngezima,11.130908,11.423724,0.704845815,sorghum,KSY-15,10000,0.108493663330767,0.102650016984519,-0.106743833956553
Ngezima,11.130908,11.423724,0.537444934,sorghum,SRN-4841,10000,0.108493663330767,0.102650016984519,-0.106743833956553
Ngezima,11.130908,11.423724,0.449339207,millet,SE302,10000,0.108493663330767,0.102650016984519,-0.106743833956553
Ngezima,11.130908,11.423724,0.167400881,millet,SE2124,10000,0.108493663330767,0.102650016984519,-0.106743833956553
Obeid,30.23333333,13.16666667,1,sorghum,NA,10000,0.255374032954638,0.0222989222731451,-0.105519863413721
Obeid,30.23333333,13.16666667,0.25,millet,NA,10000,0.255374032954638,0.0222989222731451,-0.105519863413721
Samaru,8.38333,9.75,0.083333333,sorghum,IS-2652,10000,-0.300996821592836,0.446139655852899,-0.141068926748426
Samaru,8.38333,9.75,0.05952381,sorghum,IS-3469,10000,-0.300996821592836,0.446139655852899,-0.141068926748426
Samaru,8.38333,9.75,0.125,sorghum,IS-9289,10000,-0.300996821592836,0.446139655852899,-0.141068926748426
Samaru,8.38333,9.75,1,sorghum,DFF-2123,10000,-0.300996821592836,0.446139655852899,-0.141068926748426
Samaru,8.38333,9.75,0,millet,Ex-Tukur,10000,-0.300996821592836,0.446139655852899,-0.141068926748426
Samaru,8.38333,9.75,0,millet,Ex-Mokwa,10000,-0.300996821592836,0.446139655852899,-0.141068926748426
Samaru,8.38333,9.75,0,maize,NigCompB,10000,-0.300996821592836,0.446139655852899,-0.141068926748426
Samaru,8.38333,9.75,0,maize,BiuYellowXC-10,10000,-0.300996821592836,0.446139655852899,-0.141068926748426
SinthionMaleme,-13.916667,13.8167,1,sorghum,IS-2652,10000,0.4005558683684,-0.00767308003024051,0.0153643178312402
SinthionMaleme,-13.916667,13.8167,0.037037037,sorghum,IS-3469,10000,0.4005558683684,-0.00767308003024051,0.0153643178312402
SinthionMaleme,-13.916667,13.8167,0.611111111,sorghum,IS-9289,10000,0.4005558683684,-0.00767308003024051,0.0153643178312402
SinthionMaleme,-13.916667,13.8167,0.5,sorghum,DFF-2123,10000,0.4005558683684,-0.00767308003024051,0.0153643178312402
SinthionMaleme,-13.916667,13.8167,0.666666667,millet,Ex-Tukur,10000,0.4005558683684,-0.00767308003024051,0.0153643178312402
SinthionMaleme,-13.916667,13.8167,0.185185185,millet,Ex-Mokwa,10000,0.4005558683684,-0.00767308003024051,0.0153643178312402
SinthionMaleme,-13.916667,13.8167,0.222222222,maize,NigCompB,10000,0.4005558683684,-0.00767308003024051,0.0153643178312402
SinthionMaleme,-13.916667,13.8167,0.12962963,maize,BiuYellowXC-10,10000,0.4005558683684,-0.00767308003024051,0.0153643178312402
Tamale,-0.8393,9.40079,0.111111111,sorghum,IS-2652,10000,-0.0577644126459876,0.336127466058986,0.0149296051996914
Tamale,-0.8393,9.40079,0.333333333,sorghum,IS-3469,10000,-0.0577644126459876,0.336127466058986,0.0149296051996914
