"","locality","emergence","host","host.gen","lon","lat","ENM_a_s50km","ENM_a_m50km","ENM_a_z50km"
"256","Yendi",0.005797101,"millet","Ex-Tukur",-0.00991,9.44272,0.037425635,0.155751064,-0.00574888
"257","Yendi",0.005797101,"millet","Ex-Mokwa",-0.00991,9.44272,0.037425635,0.155751064,-0.00574888
"258","Yendi",0.142028986,"maize","NigCompB",-0.00991,9.44272,0.037425635,0.155751064,-0.00574888
"259","Yendi",0.231884058,"maize","BiuYellowXC-10",-0.00991,9.44272,0.037425635,0.155751064,-0.00574888
"260","Gabob",NA,NA,NA,35.66666667,14.33333333,-0.335204155,0.148924665,-0.15171668
"261","Maridi",NA,NA,NA,29.46666667,4.916666667,-0.078610168,0.078838479,-0.15172872
"262","Medani",NA,NA,NA,33.48333333,14.38333333,-0.115353116,0.308008943,0.161694514
"263","Rabk",NA,NA,NA,32.41666667,10.31666667,-0.338581981,0.004345753,-0.12379478
"264","Renk",NA,NA,NA,32.41666667,11.75,-0.237063924,0.114319967,0.098000631
"265","Shambat",NA,NA,NA,32.35,15.66666667,-0.104846551,0.009745225,-0.002314493
